line,title,author,cited_num,relate,reverse_relate
Estimation of some partially specified nonlinear models,Estimation of some partially specified nonlinear models,,26,100.00%,100.00%
On public capital analysis with state data,On public capital analysis with state data,SP Cassou,26,100.00%,100.00%
A Semiparametric Maximum Likelihood Estimator,A semiparametric maximum likelihood estimator,,124,20.00%,20.00%
Moral Hazard and Marshallian Inefficiency: Evidence from Tunisia,Moral hazard and Marshallian inefficiency: Evidence from Tunisia,,31,75.00%,75.00%
Moral Hazard and Marshallian Inefficiency: Evidence from Tunisia,Moral hazard and Marshallian inefficiency: Evidence from Tunisia,,31,75.00%,75.00%
Equivalence of the Standard and the Modified Switching Regression Models,Equivalence of the standard and the modified switching regression models,SP Cassou,0,50.00%,50.00%
"A Positive Semi-definite Covariance Matrix for Hausman Specification Tests of Conditional and Marginal Densities,",Maximum likelihood specification testing and conditional moment tests,,566,7.14%,12.50%
"A diagnostic test without numerical integration (Economics Letters 42, nos. 2-3, 1993, pp. 129-132),","[CITATION][C] A diagnostic test without numerical integration (Economics Letters 42, nos. 2–3, 1993, pp. 129–132)",SP Cassou,0,85.71%,80.00%
A semiparametric efficiency bound of a disequilibrium model without observed regime,A semiparametric efficiency bound of a disequilibrium model without observed regime,,4,100.00%,100.00%
A diagnostic test without numerical integration,A diagnostic test without numerical integration,SP Cassou,0,100.00%,100.00%
Estimation of a fixed effects bivariate censored regression model,Estimation of a fixed effects bivariate censored regression model,,4,100.00%,100.00%
Fusing Landsat and MODIS data for retrieving the seasonal variation of leaf area index at the Landsat resolution,Retrieving leaf area index of boreal conifer forests using Landsat TM images,JM Chen,832,27.78%,50.00%
Testing the top-down model inversion method of estimating leaf reflectance used to retrieve vegetation biochemical content within the empirical approach.,Testing the top-down model inversion method of estimating leaf reflectance used to retrieve vegetation biochemical content within empirical approaches,JM Chen SG Leblanc,4,90.00%,100.00%
Applying a dual optimization method to quantify carbon fluxes: recent progress in carbon flux inversion,Applying a dual optimization method to quantify carbon fluxes: recent progress in carbon flux inversion,Y Li J Chen T Wang,3,100.00%,100.00%
Nested Atmospheric Inversion for the Terrestrial Carbon Sources and Sinks in China.,Nested atmospheric inversion for the terrestrial carbon sources and sinks in China,F Jiang HW Wang JM Chen WM Ju,18,41.67%,41.67%
The applicability of empirical vegetation indices for determining leaf chlorophyll content over different leaf and canopy structures,The applicability of empirical vegetation indices for determining leaf chlorophyll content over different leaf and canopy structures,H Croft JM Chen,37,100.00%,100.00%
Nested Inversion of the North America Carbon Flux with Forest Stand Age Constraint,Nested inversion of the North America carbon flux with forest stand age constraint,JM Chen,1,46.15%,46.15%
Hybrid Geometric Optical-Radiative Transfer Model Suitable for Forests on Slopes.,Hybrid geometric optical–Radiative transfer model suitable for forests on slopes,JM Chen W Ju,7,30.00%,30.00%
GOST: geometric optical model for sloping terrains.,GOST: A geometric-optical model for sloping terrains,JM Chen W Ju,13,57.14%,57.14%
Reconstruction of interannual variability of NEP using a process-based model (InTEC) with climate and atmospheric records at Fluxnet-Canada forest sites,Reconstruction of interannual variability of NEP using a process‐based model (InTEC) with climate and atmospheric records at Fluxnet‐Canada forest sites,C Wu JM Chen,3,90.00%,90.00%
Development of a two-leaf light use efficiency model for improving the calculation of terrestrial gross primary productivity.,Development of a two-leaf light use efficiency model for improving the calculation of terrestrial gross primary productivity,W Ju,47,94.12%,94.12%
Improved assessment of gross and net primary productivity of Canada's landmass.,Improved assessment of gross and net primary productivity of Canada's landmass,A Gonsamo JM Chen,18,90.91%,90.91%
Refined estimate of China�s CO2 emissions in spatiotemporal distributions,Refined estimate of China's CO 2 emissions in spatiotemporal distributions,M Liu H Wang T Oda,23,77.78%,70.00%
Citizen Science: linking the recent rapid advances of plant flowering in Canada with climate variability.,Citizen Science: linking the recent rapid advances of plant flowering in Canada with climate variability,A Gonsamo JM Chen C Wu,16,93.33%,93.33%
Effects of Vegetation Heterogeneity and Surface Topography on Spatial Scaling of Net Primary Productivity.,Effects of vegetation heterogeneity and surface topography on spatial scaling of net primary productivity,JM Chen X Chen W Ju,17,35.71%,35.71%
The role of satellite remote sensing in climate change studies.,The role of satellite remote sensing in climate change studies,J Yang P Gong R Fu M Zhang J Chen S Liang,99,90.00%,90.00%
Incorporating weather sensitivity in inventory-based estimates of boreal forest productivity: a meta-analysis of process model results.,Incorporating weather sensitivity in inventory-based estimates of boreal forest productivity: A meta-analysis of process model results,Z Wang PY Bernier B Chen,8,87.50%,87.50%
Evidence of autumn phenology control on annual net ecosystem productivity in two temperate deciduous forests,Evidence of autumn phenology control on annual net ecosystem productivity in two temperate deciduous forests,C Wu CM Gough JM Chen A Gonsamo,14,100.00%,100.00%
"Improved LAI algorithm implementation to MODIS data by incorporating background, topography and foliage clumping information","Improved LAI algorithm implementation to MODIS data by incorporating background, topography, and foliage clumping information",A Gonsamo JM Chen,20,93.33%,93.33%
Characterization and intercomparison of global moderate resolution leaf area index (LAI) products: Analysis of climatologies and theoretical uncertainties.,Characterization and intercomparison of global moderate resolution leaf area index (LAI) products: Analysis of climatologies and theoretical uncertainties,W Li F Baret,66,94.44%,94.44%
"Modelling leaf chlorophyll content in broadleaf and needle leaf canopies from ground, CASI, Landsat and MERIS reflectance data.","Modelling leaf chlorophyll content in broadleaf and needle leaf canopies from ground, CASI, Landsat TM 5 and MERIS reflectance data",H Croft JM Chen Y Zhang,39,94.44%,85.00%
Reviewing the impact of incentive regulation on U.S. telephone service quality,Reviewing the impact of incentive regulation on US telephone service quality,,10,90.91%,90.91%
Ownership And Sector Performance In Present-Day China: A Regional Study,OWNERSHIP AND SECTOR PERFORMANCE IN PRESENT‐DAY CHINA: A REGIONAL STUDY,,2,10.00%,10.00%
Incentive Regulation and Telecommunications Service Quality,Incentive regulation and telecommunications service quality,S Martinez,57,33.33%,33.33%
Computing interaction effects and standard errors in logit and probit models,Computing interaction effects and standard errors in logit and probit models,EC Norton H Wang,1486,100.00%,100.00%
Efficient Estimation of Models with Conditional Moment Restrictions Containing Unknown Functions,Efficient estimation of models with conditional moment restrictions containing unknown functions,X Chen,588,27.27%,27.27%
Interaction terms in logit and probit models,Interaction terms in logit and probit models,EC Norton,4309,100.00%,100.00%
"The Impact of State Incentive Regulation on the U.S. Telecommunications Industry,",The impact of state incentive regulation on the US telecommunications industry,,220,36.36%,36.36%
A Modified Average Derivatives Estimator,A Modified Average Derivatives Estimator,,0,100.00%,100.00%
Standard errors for the retransformation problem with heteroscedasticity,Standard errors for the retransformation problem with heteroscedasticity,EC Norton,90,100.00%,100.00%
Estimation of some partially specified nonlinear models,Estimation of some partially specified nonlinear models,,26,100.00%,100.00%
On public capital analysis with state data,On public capital analysis with state data,SP Cassou,26,100.00%,100.00%
A Semiparametric Maximum Likelihood Estimator,A semiparametric maximum likelihood estimator,,124,20.00%,20.00%
Moral Hazard and Marshallian Inefficiency: Evidence from Tunisia,Moral hazard and Marshallian inefficiency: Evidence from Tunisia,,31,75.00%,75.00%
Moral Hazard and Marshallian Inefficiency: Evidence from Tunisia,Moral hazard and Marshallian inefficiency: Evidence from Tunisia,,31,75.00%,75.00%
