line,title,author,cited_num,relate,reverse_relate
NMR structure note: solution structure of the core domain of MESD that is essential for proper folding of LRP5/6,NMR structure note: solution structure of the core domain of MESD that is essential for proper folding of LRP5/6,G Bu,5,100.00%,100.00%
Mesd is a universal inhibitor of Wnt coreceptors LRP5 and LRP6 and blocks Wnt/beta-catenin signaling in cancer cells,Mesd is a universal inhibitor of Wnt coreceptors LRP5 and LRP6 and blocks Wnt/β-catenin signaling in cancer cells,G Bu Y Li,29,94.44%,94.44%
Neuronal low-density lipoprotein receptor-related protein 1 binds and endocytoses prion fibrils via receptor cluster 4,Neuronal low-density lipoprotein receptor-related protein 1 binds and endocytoses prion fibrils via receptor cluster 4,,40,100.00%,100.00%
Low-density lipoprotein receptor-related protein 1 (LRP1) mediates neuronal Abeta42 uptake and lysosomal trafficking,Low-density lipoprotein receptor-related protein 1 (LRP1) mediates neuronal Aβ42 uptake and lysosomal trafficking,RA Fuentealba,76,92.31%,92.31%
Dkk1 stabilizes Wnt co-receptor LRP6: implication for Wnt ligand-induced LRP6 down-regulation,Dkk1 stabilizes Wnt co-receptor LRP6: implication for Wnt ligand-induced LRP6 down-regulation,Y Li G Bu,58,100.00%,100.00%
LRP6 overexpression defines a class of breast cancer subtype and is a target for therapy,LRP6 overexpression defines a class of breast cancer subtype and is a target for therapy,,106,100.00%,100.00%
"Impaired brain lipid metabolism in lipoprotein receptor-deficient mice leads to progressive, age-dependent synapse loss and neurodegeneration",The pro-neurotrophin receptor sortilin is a major neuronal apolipoprotein E receptor for catabolism of amyloid-β peptide in the brain,C Gustafsen G Mastrobuoni,45,12.50%,10.53%
Wnt signaling activation and mammary gland hyperplasia in MMTV-LRP6 transgenic mice: implication for breast cancer tumorigenesis,Wnt signaling activation and mammary gland hyperplasia in MMTV–LRP6 transgenic mice: implication for breast cancer tumorigenesis,J Zhang Y Li G Bu,58,93.75%,93.75%
"Apolipoprotein E and its receptors in Alzheimer's disease: pathways, pathogenesis and therapy","Apolipoprotein E and its receptors in Alzheimer's disease: pathways, pathogenesis and therapy",G Bu,752,100.00%,100.00%
Low-density lipoprotein receptor-related protein 1 promotes cancer cell migration and invasion by inducing the expression of matrix metalloproteinases 2 and 9,Low-density lipoprotein receptor-related protein 1 promotes cancer cell migration and invasion by inducing the expression of matrix metalloproteinases 2 and 9,Y Li J Lee G Bu,124,100.00%,100.00%
Low density lipoprotein receptor-related protein 1 promotes anti-apoptotic signaling in neurons by activating Akt survival pathway,Low density lipoprotein receptor-related protein 1 promotes anti-apoptotic signaling in neurons by activating Akt survival pathway,RA Fuentealba,69,100.00%,100.00%
"Amyloid seeds formed by cellular uptake, concentration, and aggregation of the amyloid-beta peptide","Amyloid seeds formed by cellular uptake, concentration, and aggregation of the amyloid-beta peptide",SL Crick G Bu C Frieden,231,100.00%,100.00%
MicroRNA-205 inhibits tumor cell migration through down-regulating the expression of the LDL receptor-related protein 1,MicroRNA-205 inhibits tumor cell migration through down-regulating the expression of the LDL receptor-related protein 1,G Bu,65,100.00%,100.00%
Interaction of reelin with amyloid precursor protein promotes neurite outgrowth,Interaction of reelin with amyloid precursor protein promotes neurite outgrowth,KJ Lee J Lee,153,100.00%,100.00%
Mechanism of photofrin-enhanced ultrasound-induced human glioma cell death,Mechanism of photofrin-enhanced ultrasound-induced human glioma cell death,K Tachibana,9,100.00%,100.00%
LRP1 shedding in human brain: roles of ADAM10 and ADAM17,LRP1 shedding in human brain: roles of ADAM10 and ADAM17,,62,100.00%,100.00%
Polarized traffic of LRP1 involves AP1B and SNX17 operating on Y-dependent sorting motifs in different pathways,Polarized traffic of LRP1 involves AP1B and SNX17 operating on Y-dependent sorting motifs in different pathways,J Cancino J Lee,43,100.00%,100.00%
Cooperative folding and ligand-binding properties of LRP6 beta-propeller domains,Cooperative folding and ligand-binding properties of LRP6 β-propeller domains,G Bu,30,88.89%,88.89%
Participation of the lipoprotein receptor LRP1 in hypoxia-HSP90alpha autocrine signaling to promote keratinocyte migration,Participation of the lipoprotein receptor LRP1 in hypoxia-HSP90α autocrine signaling to promote keratinocyte migration,Y Li,53,92.86%,92.86%
"Lipoprotein receptors and cholesterol in APP trafficking and proteolytic processing, implications for Alzheimer's disease","Lipoprotein receptors and cholesterol in APP trafficking and proteolytic processing, implications for Alzheimer's disease",MP Marzolo G Bu,104,100.00%,100.00%
The low density lipoprotein receptor-related protein 1 mediates uptake of amyloid beta peptides in an in vitro model of the blood-brain barrier cells,The low density lipoprotein receptor-related protein 1 mediates uptake of amyloid β peptides in an in vitro model of the blood-brain barrier cells,,83,95.65%,95.65%
Identification of acidic dileucine signals in LRP9 that interact with both GGAs and AP-1/AP-2,Identification of Acidic Dileucine Signals in LRP9 that Interact with Both GGAs and AP‐1/AP‐2,G Bu,25,57.14%,57.14%
Breast cancer-derived Dickkopf1 inhibits osteoblast differentiation and osteoprotegerin expression: implication for breast cancer osteolytic bone metastases,Breast cancer‐derived Dickkopf1 inhibits osteoblast differentiation and osteoprotegerin expression: Implication for breast cancer osteolytic bone metastases,G Bu,84,87.50%,87.50%
Adaptor protein sorting nexin 17 regulates amyloid precursor protein trafficking and processing in the early endosomes,Adaptor protein sorting nexin 17 regulates amyloid precursor protein trafficking and processing in the early endosomes,J Lee,103,100.00%,100.00%
Endocytosis is required for synaptic activity-dependent release of amyloid-beta in vivo,Endocytosis is required for synaptic activity-dependent release of amyloid-β in vivo,J Lee,422,90.91%,90.91%
LRP1 controls biosynthetic and endocytic trafficking of neuronal prion protein,LRP1 controls biosynthetic and endocytic trafficking of neuronal prion protein,,86,100.00%,100.00%
Measurement of receptor endocytosis and recycling,Measurement of receptor endocytosis and recycling,J Lee G Bu,8,100.00%,100.00%
Lipoprotein receptor-related protein-1 mediates amyloid-beta-mediated cell death of cerebrovascular cells,Lipoprotein receptor-related protein-1 mediates amyloid-β-mediated cell death of cerebrovascular cells,,98,90.00%,90.00%
Midkine and LDL-receptor-related protein 1 contribute to the anchorage-independent cell growth of cancer cells,Midkine and LDL-receptor-related protein 1 contribute to the anchorage-independent cell growth of cancer cells,G Bu,42,100.00%,100.00%
Amyloid precursor protein regulates brain apolipoprotein E and cholesterol metabolism through lipoprotein receptor LRP1,Amyloid precursor protein regulates brain apolipoprotein E and cholesterol metabolism through lipoprotein receptor LRP1,,296,100.00%,100.00%
Slow endocytosis of the LDL receptor-related protein 1B: implications for a novel cytoplasmic tail conformation,Slow endocytosis of the LDL receptor-related protein 1B: implications for a novel cytoplasmic tail conformation,Y Li,11,100.00%,100.00%
Amyloid precursor protein regulates brain apolipoprotein E and cholesterol metabolism through lipoprotein receptor LRP1,Amyloid precursor protein regulates brain apolipoprotein E and cholesterol metabolism through lipoprotein receptor LRP1,,296,100.00%,100.00%
A cytoplasmic PPPSP motif determines megalin's phosphorylation and regulates receptor's recycling and surface expression,A cytoplasmic PPPSP motif determines megalin's phosphorylation and regulates receptor's recycling and surface expression,MI Yuseff G Bu MP Marzolo,40,100.00%,100.00%
"A complete NMR spectral assignment of the conserved region of the MESD protein, MESD(12-155)","A complete NMR spectral assignment of the conserved region of the MESD protein, MESD (12-155)",G Bu,1,100.00%,86.67%
The gamma/sigma1 and alpha/sigma2 hemicomplexes of clathrin adaptors AP-1 and AP-2 harbor the dileucine recognition site,Sorting of lysosomal proteins,,476,6.25%,25.00%
ApoER2 expression increases Abeta production while decreasing Amyloid Precursor Protein (APP) endocytosis: Possible role in the partitioning of APP into lipid rafts and in the regulation of gamma-secretase activity,ApoER2 expression increases Aβ production while decreasing Amyloid Precursor Protein (APP) endocytosis: Possible role in the partitioning of APP into lipid …,RA Fuentealba J Lee,63,65.52%,104.76%
Apolipoprotein E and low density lipoprotein receptor-related protein facilitate intraneuronal Abeta42 accumulation in amyloid model mice,Apolipoprotein E and low density lipoprotein receptor-related protein facilitate intraneuronal Aβ42 accumulation in amyloid model mice,,121,93.75%,93.75%
LRP in amyloid-beta production and metabolism,LRP in Amyloid‐β Production and Metabolism,G Bu,129,50.00%,50.00%
Modulation of LRP6-mediated Wnt signaling by molecular chaperone Mesd,Modulation of LRP6‐mediated Wnt signaling by molecular chaperone Mesd,Y Li G Bu,24,88.89%,88.89%
Genetics and molecular biology: motive studies in mice--two NPXY motifs in the intracellular domain of lipoprotein receptor-related protein 1 exhibit differential importance during fetal development,Genetics and molecular biology: Motive studies in mice–two NPXY motifs in the intracellular domain of lipoprotein receptor-related protein 1 exhibit differential …,G Bu,0,72.00%,85.71%
"Morphogens, new passengers on lipoprotein particles","Morphogens, new passengers on lipoprotein particles",MP Marzolo G Bu,0,100.00%,100.00%
Defective thyroglobulin storage in LDL receptor-associated protein-deficient mice,Defective thyroglobulin storage in LDL receptor-associated protein-deficient mice,,11,100.00%,100.00%
Self-assembly of HEK cell-secreted ApoE particles resembles ApoE enrichment of lipoproteins as a ligand for the LDL receptor-related protein,Self-assembly of HEK cell-secreted ApoE particles resembles ApoE enrichment of lipoproteins as a ligand for the LDL receptor-related protein,,26,100.00%,100.00%
Recent advances in basic neurosciences and brain disease: from synapses to behavior,Recent advances in basic neurosciences and brain disease: from synapses to behavior,V Bolshakov G Bu,4,100.00%,100.00%
The generation and function of soluble apoE receptors in the CNS,The generation and function of soluble apoE receptors in the CNS,S Estus,59,100.00%,100.00%
Modulation of beta-amyloid precursor protein trafficking and processing by the low density lipoprotein receptor family,Modulation of β-amyloid precursor protein trafficking and processing by the low density lipoprotein receptor family,G Bu,103,93.33%,93.33%
Upregulation of forebrain NMDA NR2B receptors contributes to behavioral sensitization after inflammation,Upregulation of forebrain NMDA NR2B receptors contributes to behavioral sensitization after inflammation,LJ Wu MG Zhao,191,100.00%,100.00%
Mesd binds to mature LDL-receptor-related protein-6 and antagonizes ligand binding,Mesd binds to mature LDL-receptor-related protein-6 and antagonizes ligand binding,Y Li J Wang,48,100.00%,100.00%
LRP5/6 in Wnt signaling and tumorigenesis,LRP5/6 in Wnt signaling and tumorigenesis,Y Li G Bu,34,100.00%,100.00%
LRP 1 B functions as a receptor for Pseudomonas exotoxin,LRP1B functions as a receptor for Pseudomonas exotoxin,G Bu,32,70.00%,87.50%
