line,title,author,cited_num,relate,reverse_relate
"High throughput lipid profiling to identify and characterize genes involved in lipid metabolism, signaling, and stress response.","[CITATION][C] High throughput lipid profiling to identify and characterize genes involved in lipid metabolism, signaling, and stress response",R Welti J Shah,10,94.12%,88.89%
Phospholipase Dα1-derived phosphatidic acid interacts with ABI1 phosphatase 2C and regulates abscisic acid signaling.,Phospholipase Dα1-derived phosphatidic acid interacts with ABI1 phosphatase 2C and regulates abscisic acid signaling,,391,92.86%,92.86%
The plasma membrane-bound phospholipase Dδ enhances freezing tolerance in Arabidopsis.,The plasma membrane–bound phospholipase Dδ enhances freezing tolerance in Arabidopsis thaliana,M Li R Welti X Wang,251,80.00%,72.73%
Arabidopsis phospholipase Dα1 interacts with the heterotrimeric G-protein α-subunit through a motif analogous to the DRY motif in G-protein-coupled receptors.,Arabidopsis phospholipase Dα1 interacts with the heterotrimeric G-protein α-subunit through a motif analogous to the DRY motif in G-protein-coupled receptors,X Wang,165,95.00%,95.00%
Evidence for and characterization of Ca2+ binding to the catalytic region of Arabidopsis thaliana phospholipase Dβ.,Evidence for and characterization of Ca2+ binding to the catalytic region of Arabidopsis thaliana phospholipase Dβ,K Pappan L Zheng R Krishnamoorthi,41,93.75%,93.75%
Lipid signaling.,Protein kinase C and lipid signaling for sustained cellular responses.,,2797,0.00%,0.00%
Lipid species profiling: A high throughput approach to identify lipid compositional changes and determine the function of genes involved in lipid metabolism and signaling.,Lipid species profiling: a high-throughput approach to identify lipid compositional changes and determine the function of genes involved in lipid metabolism and …,R Welti X Wang,167,79.17%,90.91%
Phospholipase D and phosphatidic acid decrease H2O2-induced cell death in Arabidopsis.,"The oleate-stimulated phospholipase D, PLDδ, and phosphatidic acid decrease H2O2-induced cell death in Arabidopsis",,222,72.73%,57.14%
Rice phospholipase D isoforms show differential cellular location and gene induction.,Rice phospholipase D isoforms show differential cellular location and gene induction,X Wang,36,90.91%,90.91%
Electrospray ionization tandem mass spectrometry scan modes for plant chloroplast lipids.,[CITATION][C] Electrospray ionization tandem mass spectrometry scan modes for plant chloroplast lipids,R Welti X Wang,100,90.91%,83.33%
Evolutionary conservation of physical and functional interactions between phospholipase D and actin.,Evolutionary conservation of physical and functional interactions between phospholipase D and actin,X Wang,62,91.67%,91.67%
Two novel types of Arabidopsis phospholipase D: oleate-stimulated PLDδ and Ca2+-independent PLDζ1.,Two Novel Types of Arabidopsis Phospholipase D,M Li,1,25.00%,42.86%
Lipidomics,The emerging field of lipidomics,MR Wenk,923,0.00%,0.00%
Phospholipase D in hormonal and stress signaling.,Phospholipase D in hormonal and stress signaling,X Wang,216,85.71%,85.71%
"Kinetic analysis of Arabidopsis phospholipase Dδ: substrate preference and mechanism of activation by calcium and phosphatidylinositol 4,5-bisphosphate.","Kinetic Analysis of Arabidopsis Phospholipase Dδ SUBSTRATE PREFERENCE AND MECHANISM OF ACTIVATION BY Ca2+ AND PHOSPHATIDYLINOSITOL 4, 5 …",X Wang,56,17.65%,22.22%
"Regulation of phospholipase D activity by actin: I actin exerts bidirectional modulation of mammalian PLD activity in a polymerization-dependent, isoform-specific manner.",Regulation of Phospholipase D Activity by Actin ACTIN EXERTS BIDIRECTIONAL MODULATION OF MAMMALIAN PHOSPOLIPASE D ACTIVITY IN A …,X Wang,70,23.81%,27.78%
Profiling membrane lipids in plant stress responses: role of phospholipase Dα in freezing-induced lipid changes in Arabidopsis.,Profiling membrane lipids in plant stress responses role of phospholipase Dα in freezing-induced lipid changes in Arabidopsis,R Welti M Li Y Sang,653,88.24%,88.24%
"Activation of plant phospholipase Dβ by phosphatidylinositol 4,5-bisphosphate: characterization of binding site and mode of action.","Activation of plant phospholipase Dβ by phosphatidylinositol 4, 5-bisphosphate: characterization of binding site and mode of action",L Zheng R Krishnamoorthi X Wang,51,87.50%,82.35%
Networking of phospholipases in plant signal transduction.,Networking of phospholipases in plant signal transduction,X Wang Y Sang,48,85.71%,85.71%
The Arabidopsis phospholipase D family: characterization of a Ca2+-independent and phosphatidylcholine-selective PLDζ1 with distinct regulatory domains.,The Arabidopsis phospholipase D family. Characterization of a calcium-independent and phosphatidylcholine-selective PLDζ1 with distinct regulatory domains,X Wang,242,75.00%,75.00%
Plant Phospholipases.,Plant phospholipases: an overview,G Wang X Wang,36,50.00%,25.00%
Regulation of plant water loss by manipulating the expression of phospholipase Dα.,Regulation of plant water loss by manipulating the expression of phospholipase Dα,Y Sang B Huang X Wang,157,91.67%,91.67%
A novel phospholipase D of Arabidopsis that is activated by oleic acid and associated with the plasma membrane.,A novel phospholipase D of Arabidopsis that is activated by oleic acid and associated with the plasma membrane,X Wang,134,94.44%,94.44%
Phospholipase D- and phosphatidic acid-mediated generation of superoxide in Arabidopsis.,Phospholipase D and phosphatidic acid-mediated generation of superoxide in Arabidopsis,Y Sang X Wang,202,80.00%,80.00%
"n-vivo substrates and the contribution of the common phospholipase D, PLDα, to wound-induced metabolism of lipids in Arabidopsis.","In vivo substrates and the contribution of the common phospholipase D, PLDα, to wound-induced metabolism of lipids in Arabidopsis",X Wang R Welti,71,88.89%,84.21%
Involvement of phospholipase D in wound-induced accumulation of jasmonic acid in Arabidopsis.,Involvement of phospholipase D in wound-induced accumulation of jasmonic acid in Arabidopsis,R Welti,242,91.67%,91.67%
Calcium-induced proteolysis of eEF1A.,"HDAC6 inhibition induces mitochondrial fusion, autophagic flux and reduces diffuse mutant huntingtin in striatal neurons",,19,0.00%,0.00%
Phospholipid metabolism and signal transduction in plants.,Phospholipid metabolism and signal transduction in plants,W Xuemin,3,85.71%,85.71%
"Multiple forms of phospholipase D in plants: the gene family, catalytic and regulatory properties, and cellular functions.","Multiple forms of phospholipase D in plants: the gene family, catalytic and regulatory properties, and cellular functions",X Wang,201,94.12%,94.12%
Determining functions of multiple phospholipase Ds in stress response in Arabidopsis.,Determining functions of multiple phospholipase Ds in stress response of Arabidopsis,X Wang C Wang Y Sang,24,90.91%,90.91%
Trafficking of plant defense response compounds,[CITATION][C] Trafficking of plant defense response compounds,,4,100.00%,85.71%
Distinct calcium binding properties of novel C2 domains of plant phospholipase Dα and β.,Distinct Ca2+ binding properties of novel C2 domains of plant phospholipase Dα and β,L Zheng R Krishnamoorthi,116,85.71%,85.71%
"Subcellular distribution and tissue expression of phospholipase Dα, β, and γ in Arabidopsis.","Subcellular distribution and tissue expression of phospholipase Dα, Dβ, and Dγ in Arabidopsis",X Wang,108,76.92%,76.92%
The role of phospholipase D in signaling cascades.,The role of phospholipase D in signaling cascades,X Wang,125,87.50%,87.50%
Plant phospholipase Dα is an acidic phospholipase active at near-physiological Ca2+ concentrations.,Plant phospholipase Dα is an acidic phospholipase active at near-physiological Ca 2+ concentrations,K Pappan X Wang,58,83.33%,76.92%
Molecular and biochemical properties and physiological roles of plant phospholipase D. Biochim.,Molecular and biochemical properties and physiological roles of plant phospholipase D,K Pappan X Wang,66,83.33%,90.91%
"solation and nucleotide sequence of the fourth phospholipase D (accession No. AF138281), PLD款2, from Arabidopsis thaliana.","[CITATION][C] Isolation and nucleotide sequence of the fourth phospholipase D (accession No. AF138281), PLD-gamma 2, from Arabidopsis thaliana",W Qin,8,81.25%,72.22%
"Substrate selectivities and lipid modulation of phospholipase Dα, β, and γ from plants.","Substrate selectivities and lipid modulation of plant phospholipase Dα,-β, and-γ",K Pappan KD Chapman,152,53.85%,80.00%
Increase in free linolenic and linoleic acids associated with phospholipase D-mediated hydrolysis of phospholipids in wounded castor bean leaves.,Increase in free linolenic and linoleic acids associated with phospholipase D-mediated hydrolysis of phospholipids in wounded castor bean leaves,X Wang,116,94.74%,94.74%
Multiple forms of phospholipase D in plant hormonal and stress signaling. In J. Sanchez et al.,Wound signalling in plants,,725,6.25%,25.00%
Regulation of plant phospholipase D by polyphosphoinositides and non-lamellar lipids. In J. Sanchez et al.,"Regulation of Phospholipase Da,-(3, and-y by Non-lamellar Lipids and Phosphoinositides",,0,26.67%,40.00%
Antisense suppression of phospholipase Dα retards abscisic acid- and ethylene- promoted senescence in postharvest Arabidopsis leaves.,Antisense suppression of phospholipase D alpha retards abscisic acid-and ethylene-promoted senescence of postharvest Arabidopsis leaves.,X Wang,377,68.75%,66.67%
Identification and characterization of a novel phospholipase D that requires polyphosphoinositides and submicromolar calcium for activity in Arabidopsis.,Identification and characterization of a novel plant phospholipase D that requires polyphosphoinositides and submicromolar calcium for activity in Arabidopsis,K Pappan X Wang,132,94.44%,89.47%
"Molecular cloning and functional analysis of polyphosphoinositide-dependent phospholipase D, PLDβ, from Arabidopsis.","Molecular cloning and functional analysis of polyphosphoinositide-dependent phospholipase D, PLDβ, from Arabidopsis",K Pappan W Qin X Wang,121,91.67%,91.67%
"Molecular heterogeneity of PLD: cloning of plant PLDγ and regulation of PLDγ, β, and α by polyphosphoinositides and Ca2+.","Molecular Heterogeneity of Phospholipase D (PLD) Cloning of PLDγ and Regulation of Plant PLDγ,-β, and-α by Polyphosphoinositides and Calcium",W Qin K Pappan X Wang,165,42.11%,47.37%
Characterization of phospholipase D-overexpressed and suppressed transgenic tobacco and Arabidopsis.,Characterization of phospholipase D-overexpressed and suppressed transgenic tobacco and Arabidopsis,X Wang K Pappan,3,90.00%,90.00%
Promoter analysis and expression of a phospholipase D gene from Ricinus communis L.,Promoter analysis and expression of a phospholipase D gene from castor bean,X Wang,32,76.92%,83.33%
Molecular analysis of phospholipase D.,Molecular analysis of phospholipase D,X Wang,59,80.00%,80.00%
Changes in the plasma membrane distribution of rice phospholipase D during resistant interaction with Xanthomonas oryzae pv oryzae.,Changes in the plasma membrane distribution of rice phospholipase D during resistant interactions with Xanthomonas oryzae pv oryzae.,X Wang JE Leach,160,94.44%,94.44%
Intracellular localization of phospholipase D in leaves and seedling tissues of castor bean.,Intracellular localization of phospholipase D in leaves and seedling tissues of castor bean,X Wang,44,92.31%,92.31%
Structure and analysis of phospholipase D gene from Ricinus communis L.,Structure and analysis of phospholipase D gene from Ricinus communis L,X Wang,10,90.91%,90.91%
Activation of phospholipase D and the possible mechanism of activation in wound-induced lipid hydrolysis in castor bean leaves.,Activation of phospholipase D and the possible mechanism of activation in wound-induced lipid hydrolysis in castor bean leaves,X Wang,155,94.44%,94.44%
Changes in phospholipase D expression in soybeans during seed development and following germination.,Changes in phospholipase D experession in soybeans during seed development and germination,X Wang,29,76.92%,83.33%
Structural heterogeneity of phospholipase D in ten dicots.,Structural heterogeneity of phospholipase D in 10 dicots,X Wang,20,75.00%,75.00%
Expression of phospholipase D during castor bean leaf senescence.,Expression of phospholipase D during castor bean leaf senescence,X Wang,109,88.89%,88.89%
Cloning and nucleotide sequence of a cDNA encoding phospholipase D from Arabidopsis (Accession No. U36381) (PGR 95-096).,Enzymatic activity and gene expression under water stress of phospholipase D in two cultivars of Vigna unguiculata L. Walp. differing in drought tolerance,,112,29.41%,17.39%
Cloning and expression of phosphatidylcholine-hydrolyzing phospholipase D from Ricinus communis L.,Cloning and expression of phosphatidylcholine-hydrolyzing phospholipase D from Ricinus communis L.,X Wang,210,100.00%,100.00%
Multiple forms of phospholipase D following seed germination and during leave development of castor bean.,"Positional specificity of a phospholipase A activity induced by wounding, systemin, and oligosaccharide elicitors in tomato leaves",,219,20.00%,23.53%
Phospholipases. in T.S.,Regulation of endometrial prostaglandin synthesis during early pregnancy in cattle: effects of phospholipases and calcium in vitro,JW Johnson,23,66.67%,5.88%
Purification and immunological analysis of phospholipase D from germinating castor bean endosperm.,Purification and immunological analysis of phospholipase D from castor bean endosperm,XM Wang,99,83.33%,90.91%
"Characterization of a chlorate-hypersensitive, high nitrate reductase Arabidopsis thaliana mutant","Characterization of a chlorate-hypersensitive, high nitrate reductase Arabidopsis thaliana mutant",,12,100.00%,100.00%
"Genome Sequence of the 2,4,5-Trichlorophenoxyacetate-Degrading Bacterium Burkholderia phenoliruptrix Strain AC1100.","Genome sequence of the 2, 4, 5-trichlorophenoxyacetate-degrading bacterium Burkholderia phenoliruptrix Strain AC1100",,1,60.00%,50.00%
"Structural characterization of 2,6-dichloro-p-hydroquinone 1,2-dioxygenase (PcpA) from Sphingobium chlorophenolicum, a new type of aromatic ring-cleavage enzyme.","Structural characterization of 2, 6‐dichloro‐p‐hydroquinone 1, 2‐dioxygenase (PcpA) from Sphingobium chlorophenolicum, a new type of aromatic ring …",RP Hayes AR Green,9,75.00%,70.59%
