line,title,author,cited_num,relate,reverse_relate
Global-scale latitudinal patterns of plant fine-root nutrients,Global-scale latitudinal patterns of plant fine-root nitrogen and phosphorus,HYH Chen PB Reich,81,85.71%,66.67%
"Effects of disturbance on fine root dynamics in the boreal forests of Northern Ontario, Canada","Effects of disturbance on fine root dynamics in the boreal forests of northern Ontario, Canada",HYH Chen,13,93.33%,93.33%
Revisiting the decision matrix by sequential core approach,Fine-root turnover rates of European forests revisited: an analysis of data from sequential coring and ingrowth cores,I Brunner RG Björk Y Hirano M Lukac,86,12.50%,5.88%
"Successional changes in soil stoichiometry after land abandonment in Loess Plateau, China","Successional changes in soil stoichiometry after land abandonment in Loess Plateau, China",,23,100.00%,100.00%
A global analysis of fine root production as affected by soil nitrogen and phosphorus,A global analysis of fine root production as affected by soil nitrogen and phosphorus,HYH Chen,56,100.00%,100.00%
Comparing fine root production and turnover rates estimated from direct and indirect methods,Analysis of some direct and indirect methods for estimating root biomass and production of forests at an ecosystem level,,424,53.85%,36.84%
Fine root dynamics with stand development in boreal forests,Fine root dynamics with stand development in the boreal forest,HYH Chen,42,88.89%,80.00%
"Fine root biomass, production, turnover rates, and nutrient contents in boreal forest ecosystems in relation to species, climate, fertility, and stand age","Fine root biomass, production, turnover rates, and nutrient contents in boreal forest ecosystems in relation to species, climate, fertility, and stand age: literature review …",HYH Chen,188,95.45%,87.50%
Changes in nitrogen resorption of trembling aspen with stand development,Changes in nitrogen resorption of trembling aspen (Populus tremuloides) with stand development,HYH Chen,24,100.00%,83.33%
"Global-scale patterns of nutrient resorption associated with latitude, temperature and precipitation","Global‐scale patterns of nutrient resorption associated with latitude, temperature and precipitation",HYH Chen,111,90.91%,90.91%
aBEAT: A Toolbox for Consistent Analysis of Longitudinal Adult Brain MRI,aBEAT: a toolbox for consistent analysis of longitudinal adult brain MRI,Y Wang L Wang G Wu F Shi D Shen,9,36.36%,36.36%
Source connectivity analysis from MEG and its application to epilepsy source localization,Source connectivity analysis from MEG and its application to epilepsy source localization,,29,100.00%,100.00%
Real-time Visualized Freehand 3D Ultrasound Reconstruction Based on GPU,Real-time visualized freehand 3D ultrasound reconstruction based on GPU,J Tian,44,44.44%,44.44%
aBEAT: A Toolbox for Consistent Analysis of Longitudinal Adult Brain MRI,aBEAT: a toolbox for consistent analysis of longitudinal adult brain MRI,Y Wang L Wang G Wu F Shi D Shen,9,36.36%,36.36%
iBEAT: A Toolbox for Infant Brain Magnetic Resonance Image Processing,iBEAT: a toolbox for infant brain magnetic resonance image processing,F Shi L Wang G Wu D Shen,32,20.00%,20.00%
Source connectivity analysis from MEG and its application to epilepsy source localization,Source connectivity analysis from MEG and its application to epilepsy source localization,,29,100.00%,100.00%
eConnectome: A MATLAB Toolbox for Mapping and Imaging of Brain Functional Connectivity,eConnectome: A MATLAB toolbox for mapping and imaging of brain functional connectivity,L Astolfi F Babiloni H Yuan,119,50.00%,50.00%
Real-time Visualized Freehand 3D Ultrasound Reconstruction Based on GPU,Real-time visualized freehand 3D ultrasound reconstruction based on GPU,J Tian,44,44.44%,44.44%
Volume-rendering-based Interactive 3D Measurement for Quantitative Analysis of 3D Medical Images,Volume-Rendering-Based Interactive 3D Measurement for Quantitative Analysis of 3D Medical Images,,4,90.91%,90.91%
A New Multichannel Spectral Imaging Laser Scanning Confocal Microscope,A new multichannel spectral imaging laser scanning confocal microscope,,17,11.11%,11.11%
一种基于三维平面控件的交互式体切割方法,一个基于 Google Earth 的交互式空间体数据可视化系统,,0,0.00%,0.00%
一种实时自由臂三维超声成像系统及其方法,一种实时自由臂三维超声成像系统及其方法,,0,100.00%,100.00%
Pediatric Brain Extraction Using Learning-based Meta-algorithm,LABEL: pediatric brain extraction using learning-based meta-algorithm,F Shi L Wang JH Gilmore W Lin D Shen,78,0.00%,0.00%
Unified Reconstruction Framework for Multi-modal Medical Imaging,Unified reconstruction framework for multi-modal medical imaging,J Tian,6,28.57%,28.57%
A Novel Software Platform for Medical Image Processing and Analyzing,A novel software platform for medical image processing and analyzing,J Tian J Chen,80,30.00%,30.00%
Fast cone-beam CT image reconstruction using GPU hardware,Fast cone-beam CT image reconstruction using GPU hardware,J Tian,128,100.00%,100.00%
Fast Katsevich Algorithm Based on GPU for Helical Cone-Beam Computed Tomography,Fast Katsevich algorithm based on GPU for helical cone-beam computed tomography,J Tian,34,45.45%,45.45%
Retinal Vessel Enhancement and Extraction Based on Directional Field,Retinal vessel enhancement and extraction based on directional field,J Tian,8,33.33%,33.33%
Relaxation of yeast mitochondrial functions after whole-genome duplication.,Relaxation of yeast mitochondrial functions after whole-genome duplication,H Jiang Z Gu,27,87.50%,87.50%
High Resolution View of Bacteriophage Lambda Gene Expression by Ribosome Profiling.,High-resolution view of bacteriophage lambda gene expression by ribosome profiling,H Jiang Z Gu,38,18.18%,20.00%
High Resolution View of Bacteriophage Lambda Gene Expression by Ribosome Profiling.,High-resolution view of bacteriophage lambda gene expression by ribosome profiling,H Jiang Z Gu,38,18.18%,20.00%
Rewiring of post-transcriptional RNA regulons: Puf4p in fungi as an example.,Rewiring of posttranscriptional RNA regulons: Puf4p in fungi as an example,H Jiang L Xu Z Gu,10,81.82%,81.82%
Tinkering evolution of post-transcriptional RNA regulons: puf3p in fungi as an example.,Tinkering evolution of post-transcriptional RNA regulons: puf3p in fungi as an example,H Jiang Z Gu,18,91.67%,91.67%
Growth of novel epistatic interactions by gene duplication.,Growth of novel epistatic interactions by gene duplication,H Jiang L Xu Z Gu,8,87.50%,87.50%
Gene duplication in the genome of parasitic Giardia lamblia.,Gene duplication in the genome of parasitic Giardia lamblia,H Jiang,10,88.89%,88.89%
A de novo originated gene depresses budding yeast mating pathway and is repressed by the protein encoded by its antisense strand.,A de novo originated gene depresses budding yeast mating pathway and is repressed by the protein encoded by its antisense strand,Y Jiang H Jiang,62,95.24%,95.24%
Relaxation of yeast mitochondrial functions after whole-genome duplication.,Relaxation of yeast mitochondrial functions after whole-genome duplication,H Jiang Z Gu,27,87.50%,87.50%
Differential selection on gene translation efficiency between the filamentous fungus Ashbyagossypii and yeasts.,Differential selection on gene translation efficiency between the filamentous fungus Ashbya gossypii and yeasts,H Jiang,3,84.62%,78.57%
Genetic architecture of growth traits revealed by global epistatic interactions.,Genetic architecture of growth traits revealed by global epistatic interactions,L Xu H Jiang Z Gu,9,90.00%,90.00%
Antagonistic changes in sensitivity to antifungal drugs by mutations of an important ABC transporter gene in a fungal pathogen.,Antagonistic changes in sensitivity to antifungal drugs by mutations of an important ABC transporter gene in a fungal pathogen,H Jiang L Xu,9,94.74%,94.74%
Short homologous sequences are strongly associated with the generation of chimeric RNAs in eukaryotes.,Short homologous sequences are strongly associated with the generation of chimeric RNAs in eukaryotes,X Li L Zhao H Jiang,72,92.86%,92.86%
De novo origination of a new protein-coding gene in Saccharomyces cerevisiae.,De novo origination of a new protein-coding gene in Saccharomyces cerevisiae,H Jiang,126,90.91%,90.91%
Reconstruction of metabolic networks from genome data and analysis of their global structure for various organisms,Reconstruction of metabolic networks from genome data and analysis of their global structure for various organisms,H Ma AP Zeng,548,100.00%,100.00%
An extended transcriptional regulatory network of Escherichia coli and analysis of its hierarchical structure and network motifs,An extended transcriptional regulatory network of Escherichia coli and analysis of its hierarchical structure and network motifs,HW Ma,197,100.00%,100.00%
The Edinburgh human metabolic network reconstruction and its functional analysis,The Edinburgh human metabolic network reconstruction and its functional analysis,H Ma A Sorokin A Mazein,363,100.00%,100.00%
Human metabolic network reconstruction and its impact on drug discovery and development,Human metabolic network reconstruction and its impact on drug discovery and development,H Ma I Goryanin,62,100.00%,100.00%
Modelling nitrogen assimilation of Escherichia coli at low ammonium concentration,Modelling nitrogen assimilation of Escherichia coli at low ammonium concentration,H Ma FC Boogerd I Goryanin,22,100.00%,100.00%
Compartmentalization of the Edinburgh Human Metabolic Network,Compartmentalization of the Edinburgh human metabolic network,HW Ma,86,57.14%,57.14%
The Reconstruction and Analysis of Tissue Specific Human Metabolic Networks,The reconstruction and analysis of tissue specific human metabolic networks,HW Ma I Goryanin,18,30.00%,30.00%
A semi-automated genome annotation comparison and integration scheme,A semi-automated genome annotation comparison and integration scheme,H Ma I Goryanin,5,100.00%,100.00%
一种基于代谢网络分析最小化基因组的方法及其在大肠杆菌中的应用,一种基于代谢网络分析最小化基因组的方法及其在大肠杆菌中的应用,,0,100.00%,100.00%
"Centrality, Network Capacity, and Modularity as Parameters to Analyze the Core-Periphery Structure in Metabolic Networks","Centrality, network capacity, and modularity as parameters to analyze the core-periphery structure in metabolic networks",MR Da Silva H Ma AP Zeng,40,40.00%,40.00%
AmtB-mediated NH3 transport in prokaryotes must be active and as a consequence regulation of transport by GlnK is mandatory to limit futile cycling of NH4+ / NH3,AmtB‐mediated NH3 transport in prokaryotes must be active and as a consequence regulation of transport by GlnK is mandatory to limit futile cycling of NH 4 …,FC Boogerd H Ma FJ Bruggeman,36,85.19%,92.31%
"In silico Metabolic Engineering of Bacillus Subtilis for Improved Production of Riboflavin, Egl-237, (R,R)-2,3-butanediol and Isobutanol","In silico metabolic engineering of Bacillus subtilis for improved production of riboflavin, Egl-237,(R, R)-2, 3-butanediol and isobutanol",H Ma Z Wang,17,43.75%,41.18%
基因组尺度代谢网络研究进展,基因组尺度代谢网络研究进展,,11,100.00%,100.00%
基因组尺度代谢网络自动重构及分析工具研究进展,基因组尺度代谢网络自动重构及分析工具研究进展,,2,100.00%,100.00%
Single Miller Capacitor Frequency Compensation Technique for Low Power Multistage Amplifiers,Single Miller capacitor frequency compensation technique for low-power multistage amplifiers,,179,27.27%,30.00%
A Noise Reduction and Linearity Improvement Technique for a Differential Cascode LNA,A noise reduction and linearity improvement technique for a differential cascode LNA,H Zhang,166,41.67%,41.67%
"A Low-Power, Linearized, Ultra-Wideband LNA Design Technique","A low-power, linearized, ultra-wideband LNA design technique",H Zhang ES Sinencio,200,28.57%,28.57%
A Noise Reduction and Linearity Improvement Technique for a Differential Cascode LNA,A noise reduction and linearity improvement technique for a differential cascode LNA,H Zhang,166,41.67%,41.67%
A Current Injection Built-In Test Technique for RF Low-Noise Amplifiers,A current injection built-in test technique for RF low-noise amplifiers,,37,30.00%,30.00%
