line,title,author,cited_num,relate,reverse_relate
IRS spectroscopic studies of ULIRGs at z ~ 2,IRS spectroscopic studies of ULIRGs at z~ 2,X Kong,0,77.78%,87.50%
The Structure of Massive Quiescent Galaxies at Z ~ 3 in the CANDELS-COSMOS Field,The structure of massive quiescent galaxies at Z∼ 3 in the CANDELS-COSMOS field,L Fan,7,50.00%,53.85%
Gradients of Stellar Population Properties and Evolution Clues in a Nearby Galaxy M101,Gradients of stellar population properties and evolution clues in a nearby galaxy M101,X Kong,11,46.15%,46.15%
Large size scatter of passively evolving lensed Galaxies at z ˜ 2 in CLASH,Large size scatter of passively evolving lensed Galaxies at z∼ 2 in CLASH,L Fan X Er,8,85.71%,92.31%
A Comparison of Star Formation Rate Indicators for Galaxies,A Comparison of Star Formation Rate Indicators for Galaxies,,0,100.00%,100.00%
Characterizing Ultraviolet and Infrared Observational Properties for Galaxies. I. Influences of Dust Attenuation and Stellar Population Age,Characterizing Ultraviolet and Infrared Observational Properties for Galaxies. I. Influences of Dust Attenuation and Stellar Population Age,RC Kennicutt Jr,15,100.00%,100.00%
Deep Near-infrared Spectroscopy of Passively Evolving Galaxies at z >~ 1.4,Deep near-infrared spectroscopy of passively evolving galaxies at z≳ 1.4,A Renzini,94,36.36%,40.00%
Quantifying the role of bars in the build-up of central mass concentrations in disc galaxies,Quantifying the role of bars in the build-up of central mass concentrations in disc galaxies,J Wang G Kauffmann R Overzier,41,100.00%,100.00%
Star Formation Rate Indicators in Wide-Field Infrared Survey Preliminary Release,Star Formation Rate Indicators in Wide-Field Infrared Survey Preliminary Release,F Shi X Kong Y Chen,7,100.00%,100.00%
CANDELS: Correlations of Spectral Energy Distributions and Morphologies with Star formation Status for Massive Galaxies at z ~ 2,CANDELS: CORRELATIONS OF SPECTRAL ENERGY DISTRIBUTIONS AND MORPHOLOGIES WITH STAR FORMATION STATUS FOR MASSIVE GALAXIES AT z …,T Wang SM Faber G Fang,0,5.26%,5.88%
Passive and Star-forming Galaxies at 1.4 <= z <= 2.5 in the AEGIS Field,PASSIVE AND STAR-FORMING GALAXIES AT 1.4⩽ z⩽ 2.5 IN THE AEGIS FIELD,X Kong,18,14.29%,16.67%
Photometric and spectroscopic study of Abell 0671,Photometric and spectroscopic study of Abell 0671,X Kong,6,100.00%,100.00%
Supernova 2011gy in UGC 2756 = J03293530+4052029.,Supernova 2011gy in UGC 2756= J03293530+ 4052029,,5,57.14%,57.14%
SEDs and NIR Morphologies of Old and Dusty Galaxies at z˜2,SEDs and NIR Morphologies of Old and Dusty Galaxies at z˜ 2,T Wang G Fang,0,90.91%,83.33%
The SINS and zC-SINF Surveys: The Growth of Massive Galaxies at z ~ 2 through Detailed Kinematics and Star Formation with SINFONI,The SINS and zC-SINF surveys: the growth of massive galaxies at z~ 2 through detailed kinematics and star formation with SINFONI,A Renzini,4,50.00%,57.14%
The BigBOSS Experiment,BigBOSS: the ground-based stage IV dark energy experiment,DJ Schlegel S Ho,89,0.00%,0.00%
Eight new quasars discovered by the Guoshoujing Telescope (LAMOST) in one extragalactic field,Eight new quasars discovered by the Guoshoujing Telescope (LAMOST) in one extragalactic field,ZY Chen,31,100.00%,100.00%
A very bright (i = 16.44) quasar in the 'redshift desert' discovered by the Guoshoujing Telescope (LAMOST),A very bright (i= 16.44) quasar in the 'redshift desert'discovered by the Guoshoujing Telescope (LAMOST),ZY Chen,17,76.47%,86.67%
A Study of the [OII]λ3727/Hα Flux Ratio of Emission Line Galaxies,A Study of the [OII] λ3727/Hα Flux Ratio of Emission Line Galaxies,K Xu,1,90.91%,83.33%
A z = 1.82 Analog of Local Ultra-massive Elliptical Galaxies,A z= 1.82 analog of local ultra-massive elliptical galaxies,E Daddi,62,30.00%,33.33%
A Wide Area Survey for High-Redshift Massive Galaxies. II. Near-Infrared Spectroscopy of BzK-Selected Massive Star-Forming Galaxies,A Wide Area Survey for High-Redshift Massive Galaxies. II. Near-Infrared Spectroscopy of BzK-Selected Massive Star-Forming Galaxies,E Daddi A Renzini,27,100.00%,100.00%
SFHs Across the Merging Disks of Arp 244 - from FUV to MIR,SFHs Across the Merging Disks of Arp 244-from FUV to MIR,Y Gao X Kong,0,76.92%,90.91%
Spectrum Fitting Code for LAMOST ExtraGAlactic Surveys (LEGAS),Spectrum Fitting Code for LAMOST ExtraGAlactic Surveys (LEGAS),X Kong,1,100.00%,100.00%
Star formation histories within the Antennae galaxies (Arp244),Star formation histories within the Antennae galaxies (Arp 244),Y Gao X Kong,33,87.50%,77.78%
The UV-optical colours of brightest cluster galaxies in optically and X-ray selected clusters,The UV-optical colours of brightest cluster galaxies in optically and X-ray selected clusters,J Wang R Overzier G Kauffmann,44,100.00%,100.00%
[O II]λ3727/Hα Flux Ratio of Emission Line Galaxies,The [O ii] λ3727/Hα ratio of emission-line galaxies in the 2dF Galaxy Redshift Survey,B Jones,51,25.00%,14.29%
The UV-optical colours of BCGs in optically and X-ray selected clusters,The UV-optical colours of brightest cluster galaxies in optically and X-ray selected clusters,J Wang R Overzier G Kauffmann,44,90.91%,76.92%
Impacts of Source Properties on Strong Lensing by Rich Galaxy Clusters,Impacts of Source Properties on Strong Lensing by Rich Galaxy Clusters,,10,100.00%,100.00%
The SINS Survey: SINFONI Integral Field Spectroscopy of z ~ 2 Star-forming Galaxies,The SINS survey: SINFONI integral field spectroscopy of z∼ 2 star-forming galaxies,N Bouché,778,38.46%,41.67%
Sequential Star Formation Across the Overlap Regions of the Antennae Galaxies (Arp~244),Sequential Star Formation Across the Overlap Regions of the Antennae Galaxies (Arp~ 244),HX Zhang Y Gao X Kong,0,91.67%,84.62%
Classification of Extremely Red Objects in the Cosmos Field,Classification of Extremely Red Objects in the Cosmos Field,X Kong,28,100.00%,100.00%
On the nature of red galaxies: the Chandra perspective,On the nature of red galaxies: the Chandra perspective,C Vignali M Brusa E Daddi,6,100.00%,100.00%
Two-dimensional properties of nearby galaxies,Two-dimensional properties of nearby galaxies,X Kong,0,100.00%,100.00%
Classification of extremely red objects in the Hubble Ultra Deep Field,Classification of extremely red objects in the Hubble Ultra Deep Field,X Kong,13,100.00%,100.00%
Discovery of an Evolved Galaxy Cluster at z>2,Discovery of an Evolved Galaxy Cluster at z> 2,E Daddi X Kong,0,87.50%,77.78%
Kinemetry of SINS High-Redshift Star-Forming Galaxies: Distinguishing Rotating Disks from Major Mergers,Kinemetry of SINS high-redshift star-forming galaxies: distinguishing rotating disks from major mergers,,223,33.33%,33.33%
Clustering Property of Wolf-Rayet Galaxies in the SDSS,Clustering property of Wolf-Rayet galaxies in the SDSS,X Kong,1,75.00%,75.00%
Star-Forming Galaxies at z ~ 2 in the Hubble Ultra Deep Field,Star-Forming Galaxies at z∼ 2 in the Hubble Ultra Deep Field,X Kong W Zhang,1,83.33%,90.91%
Using Weak-Lensing Dilution to Improve Measurements of the Luminous and Dark Matter in A1689,Using weak-lensing dilution to improve measurements of the luminous and dark matter in A1689,E Medezinski T Broadhurst K Umetsu,72,50.00%,50.00%
Wolf-Rayet Galaxies in the Sloan Digital Sky Survey: The Metallicity Dependence of the Initial Mass Function,Wolf-Rayet galaxies in the Sloan Digital Sky Survey: the metallicity dependence of the initial mass function,X Kong,16,62.50%,56.25%
Progress on galaxy morphology classification.,Progress on galaxy morphology classification.,M Wang,2,100.00%,100.00%
The SINS Survey: Rotation Curves and Dynamical Evolution of Distant Galaxies with SINFONI,The SINS Survey: Rotation Curves and Dynamical Evolution of Distant Galaxies with SINFONI,,10,100.00%,100.00%
The rapid formation of a large rotating disk galaxy three billion years after the Big Bang,The rapid formation of a large rotating disk galaxy three billion years after the Big Bang,,409,100.00%,100.00%
Oxygen abundance in the Sloan Digital Sky Survey,Oxygen abundance in the Sloan Digital Sky Survey,F Shi X Kong,24,100.00%,100.00%
A Wide Area Survey for High-Redshift Massive Galaxies. I. Number Counts and Clustering of BzKs and EROs,A wide area survey for high-redshift massive galaxies. I. Number counts and clustering of BzKs and EROs,X Kong E Daddi A Renzini,164,52.94%,52.94%
MAMBO 1.2 mm Observations of BzK-selected Star-forming Galaxies at z ~ 2,MAMBO 1.2 mm Observations of BzK-selected Star-forming Galaxies at z~ 2,E Daddi,20,83.33%,90.91%
Spectroscopic study of blue compact galaxies. V. Oxygen abundance and the metallicity-luminosity relation,Spectroscopic study of blue compact galaxies-V. Oxygen abundance and the metallicity-luminosity relation,F Shi X Kong,80,84.62%,91.67%
The Mass Profile of Abell 1689 from a Lensing Analysis of Deep Wide Field Subaru Images,The Mass Profile of Abell 1689 from a Lensing Analysis of Deep Wide Field Subaru Images,K Umetsu T Broadhurst,5,100.00%,100.00%
"The Surprisingly Steep Mass Profile of A1689, from a Lensing Analysis of Subaru Images","The surprisingly steep mass profile of a1689, from a lensing analysis of subaru images",T Broadhurst K Umetsu,242,35.71%,35.71%
Spectroscopic study of blue compact galaxies. IV. Star formation rates and gas depletion timescales,Spectroscopic study of blue compact galaxies-IV. Star formation rates and gas depletion timescales,X Kong,34,85.71%,92.31%
Star formation history and dust content of galaxies drawn from ultraviolet surveys,Star formation history and dust content of galaxies drawn from ultraviolet surveys,X Kong,252,100.00%,100.00%
Hα+[N II] Observations of the H II Regions in M81,Hα+[N II] observations of the H II regions in M81,RA Windhorst,12,80.00%,80.00%
Spectroscopic study of blue compact galaxies. III. Empirical population synthesis,Spectroscopic study of blue compact galaxies-III. Empirical population synthesis,X Kong,35,80.00%,88.89%
Empirical population synthesis for 74 blue compact galaxies,Empirical population synthesis for 74 blue compact galaxies,X Kong,1,100.00%,100.00%
A population synthesis study of the galaxy NGC5018,A population synthesis study of the galaxy NGC5018,,0,100.00%,100.00%
Spectral Energy and Age Distributions for 51 Globular Cluster Candidates,Spectral energy and age distributions for 51 globular cluster candidates,X Kong,12,40.00%,40.00%
Spectroscopic study of blue compact galaxies. II. Spectral analysis and correlations,Spectroscopic study of blue compact galaxies-II. Spectral analysis and correlations,X Kong,48,81.82%,90.00%
Population synthesis for the spectrum of NGC5018,Population synthesis for the spectrum of NGC5018,X Kong WH Zhang,0,100.00%,100.00%
Spectroscopic study of blue compact galaxies. I. The spectra,Spectroscopic study of blue compact galaxies-I. The spectra,X Kong,37,77.78%,87.50%
Principal components analysis for equivalent widths of globular clusters,Principal components analysis for equivalent widths of globular clusters,X Kong,0,100.00%,100.00%
Intermediate-Band Surface Photometry of the Edge-on Galaxy NGC 4565,Intermediate-band surface photometry of the edge-on galaxy NGC 4565,,66,44.44%,44.44%
A principal component analysis of the equivalent widths of spectral lines of star clusters,A principal component analysis of the equivalent widths of spectral lines of star clusters,X Kong,0,100.00%,100.00%
Eight new quasars discovered by the Guoshoujing Telescope (LAMOST) in one extragalactic field,Eight new quasars discovered by the Guoshoujing Telescope (LAMOST) in one extragalactic field,ZY Chen,31,100.00%,100.00%
A very bright (i = 16.44) quasar in the 'redshift desert' discovered by the Guoshoujing Telescope (LAMOST),A very bright (i= 16.44) quasar in the 'redshift desert'discovered by the Guoshoujing Telescope (LAMOST),ZY Chen,17,76.47%,86.67%
A Study of the [OII]λ3727/Hα Flux Ratio of Emission Line Galaxies,A Study of the [OII] λ3727/Hα Flux Ratio of Emission Line Galaxies,K Xu,1,90.91%,83.33%
A z = 1.82 Analog of Local Ultra-massive Elliptical Galaxies,A z= 1.82 analog of local ultra-massive elliptical galaxies,E Daddi,62,30.00%,33.33%
A Wide Area Survey for High-Redshift Massive Galaxies. II. Near-Infrared Spectroscopy of BzK-Selected Massive Star-Forming Galaxies,A Wide Area Survey for High-Redshift Massive Galaxies. II. Near-Infrared Spectroscopy of BzK-Selected Massive Star-Forming Galaxies,E Daddi A Renzini,27,100.00%,100.00%
